,veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
46269,3.59,0.6488706365,0,0,0.0,UTE,1,M,A,2
46270,0.46,0.6735112936,0,0,0.0,HBACK,4,F,B,6
46271,1.67,0.7173169062,0,0,0.0,SEDAN,2,F,D,5
46272,2.72,0.7145790554,0,0,0.0,STNWG,3,M,E,2
46273,1.16,0.7145790554,0,0,0.0,SEDAN,4,F,A,5
46274,1.1,0.9472963723,0,0,0.0,HBACK,2,F,C,2
46275,0.72,0.7173169062,0,0,0.0,STNWG,4,F,C,4
46276,1.23,0.7173169062,0,0,0.0,SEDAN,3,F,C,2
46277,1.58,0.2847364819,0,0,0.0,STNWG,4,M,C,5
46278,2.01,0.7145790554,0,0,0.0,SEDAN,2,F,B,4
46279,1.46,0.5119780972,1,1,481.66999817,UTE,4,M,E,2
46280,1.41,0.7145790554,0,0,0.0,HDTOP,3,F,A,4
46281,0.83,0.7145790554,0,0,0.0,SEDAN,3,F,C,3
46282,1.56,0.7145790554,0,0,0.0,HBACK,2,F,D,2
46283,1.48,0.2847364819,0,0,0.0,SEDAN,3,F,C,3
46284,5.553,0.8459958932,1,2,2056.3999996,STNWG,1,F,C,5
46285,0.73,0.9719370294,0,0,0.0,HBACK,4,F,B,3
46286,1.22,0.9993155373,1,1,5371.7999878,HBACK,3,F,C,4
46287,1.68,0.4709103354,0,0,0.0,STNWG,4,M,E,2
46288,0.77,0.4380561259,0,0,0.0,HBACK,3,F,D,1
46289,0.54,0.3449691992,0,0,0.0,HBACK,4,F,B,2
46290,1.62,0.3504449008,0,0,0.0,SEDAN,3,M,B,1
46291,1.76,0.4188911704,0,0,0.0,SEDAN,2,M,A,4
46292,3.87,0.7392197125,0,0,0.0,STNWG,2,M,C,2
46293,4.15,0.5694729637,0,0,0.0,STNWG,1,F,C,2
46294,1.85,0.038329911,0,0,0.0,SEDAN,4,F,D,4
46295,1.82,0.0246406571,0,0,0.0,STNWG,2,M,A,2
46296,1.27,0.2819986311,0,0,0.0,SEDAN,4,F,A,3
46297,2.5,0.3175906913,0,0,0.0,TRUCK,3,M,E,4
46298,2.9,0.052019165,0,0,0.0,SEDAN,2,F,E,2
46299,0.67,0.6406570842,0,0,0.0,SEDAN,4,F,B,5
46300,1.36,0.0246406571,0,0,0.0,SEDAN,2,F,B,3
46301,1.75,0.3504449008,0,0,0.0,HBACK,2,M,A,3
46302,2.69,0.3504449008,0,0,0.0,STNWG,1,F,B,3
46303,0.5,0.0684462697,0,0,0.0,HBACK,4,F,C,2
46304,0.38,0.9664613279,1,1,200.0,SEDAN,4,M,D,5
46305,1.65,0.9664613279,0,0,0.0,SEDAN,1,F,A,1
46306,1.11,0.6488706365,0,0,0.0,HBACK,3,F,B,4
46307,0.35,0.9555099247,0,0,0.0,SEDAN,4,F,C,4
46308,1.35,0.6488706365,0,0,0.0,HBACK,1,F,C,1
46309,1.62,0.9171800137,0,0,0.0,SEDAN,4,M,B,6
46310,1.59,0.0246406571,0,0,0.0,PANVN,2,M,A,4
46311,1.03,0.7665982204,0,0,0.0,SEDAN,4,F,C,3
46312,1.44,0.3394934976,0,0,0.0,SEDAN,2,M,A,3
46313,1.85,0.9664613279,0,0,0.0,HBACK,2,M,A,2
46314,1.53,0.6488706365,1,1,412.72999954,SEDAN,3,M,C,4
46315,1.6,0.3778234086,0,0,0.0,HBACK,2,F,C,6
46316,3.36,0.0246406571,0,0,0.0,UTE,1,F,F,3
46317,1.83,0.0246406571,0,0,0.0,STNWG,3,F,A,2
46318,0.72,0.6406570842,0,0,0.0,STNWG,4,F,E,2
46319,2.93,0.6488706365,0,0,0.0,SEDAN,1,M,B,1
46320,2.76,0.0246406571,0,0,0.0,TRUCK,2,M,F,3
46321,1.18,0.052019165,0,0,0.0,UTE,4,M,B,6
46322,4.0,0.9993155373,0,0,0.0,STNWG,3,F,D,5
46323,1.37,0.3586584531,0,0,0.0,UTE,3,M,E,3
46324,3.39,0.4271047228,0,0,0.0,HDTOP,3,F,B,2
46325,2.4,0.6406570842,0,0,0.0,UTE,3,M,A,3
46326,1.47,0.0958247775,0,0,0.0,HBACK,1,F,A,4
46327,1.47,0.9746748802,0,0,0.0,SEDAN,3,M,C,3
46328,3.97,0.6406570842,0,0,0.0,TRUCK,1,M,D,5
46329,1.13,0.3504449008,0,0,0.0,STNWG,3,F,D,4
46330,1.3,0.0246406571,0,0,0.0,BUS,3,M,F,1
46331,1.3,0.6406570842,0,0,0.0,HBACK,2,F,A,1
46332,1.56,0.3394934976,0,0,0.0,SEDAN,3,M,A,5
46333,1.47,0.0164271047,0,0,0.0,HBACK,1,M,A,2
46334,1.92,0.3668720055,0,0,0.0,HBACK,2,F,C,4
46335,2.22,0.6406570842,0,0,0.0,UTE,2,M,E,2
46336,2.42,0.6351813826,0,0,0.0,SEDAN,1,M,B,3
46337,2.54,0.8377823409,0,0,0.0,UTE,3,M,A,2
46338,2.09,0.9746748802,0,0,0.0,STNWG,3,M,D,4
46339,2.7,0.9746748802,0,0,0.0,UTE,3,M,D,4
46340,4.16,0.9472963723,1,1,200.0,STNWG,1,M,B,5
46341,0.69,0.0958247775,0,0,0.0,SEDAN,4,F,C,3
46342,2.09,0.0958247775,0,0,0.0,UTE,3,M,E,5
46343,1.1,0.6543463381,0,0,0.0,SEDAN,4,F,C,2
46344,0.84,0.0657084189,0,0,0.0,HBACK,3,F,C,3
46345,1.6835,0.9637234771,1,1,1198.9299984,HBACK,1,F,A,2
46346,2.99,0.3504449008,0,0,0.0,STNWG,2,M,C,6
46347,3.98,0.629705681,1,1,688.7699995,STNWG,2,M,F,2
46348,1.15,0.34770705,0,0,0.0,STNWG,4,F,D,2
46349,1.35,0.0246406571,0,0,0.0,HBACK,1,F,C,3
46350,1.63,0.3449691992,0,0,0.0,STNWG,4,F,E,4
46351,2.83,0.9664613279,0,0,0.0,STNWG,1,M,C,5
46352,2.88,0.3449691992,0,0,0.0,STNWG,1,M,C,2
46353,1.24,0.8268309377,0,0,0.0,HDTOP,4,M,D,3
46354,1.03,0.3449691992,0,0,0.0,HBACK,3,F,A,3
46355,1.13,0.3121149897,0,0,0.0,SEDAN,3,M,C,1
46356,1.79,0.6543463381,1,1,9264.2099609,SEDAN,2,M,B,1
46357,3.24,0.4517453799,0,0,0.0,STNWG,2,F,F,2
46358,1.2,0.0136892539,0,0,0.0,UTE,3,M,C,5
46359,1.64,0.6406570842,0,0,0.0,SEDAN,2,F,B,5
46360,4.28,0.9746748802,0,0,0.0,STNWG,2,F,F,1
46361,0.99,0.9034907598,0,0,0.0,SEDAN,3,F,C,6
46362,0.77,0.0465434634,0,0,0.0,STNWG,4,M,C,5
46363,2.13,0.1095140315,0,0,0.0,SEDAN,1,F,B,2
46364,0.87,0.0958247775,0,0,0.0,HBACK,3,F,E,3
46365,2.15,0.0958247775,0,0,0.0,SEDAN,2,F,E,4
46366,2.05,0.1095140315,0,0,0.0,SEDAN,1,F,C,2
46367,1.91,0.5393566051,0,0,0.0,UTE,3,M,A,2
46368,3.0,0.6351813826,0,0,0.0,STNWG,1,M,F,3
46369,1.349,0.9171800137,0,0,0.0,HBACK,1,F,D,3
46370,6.24,0.0821355236,0,0,0.0,STNWG,2,M,C,2
46371,2.28,0.34770705,0,0,0.0,SEDAN,2,F,C,1
46372,1.76,0.9664613279,0,0,0.0,TRUCK,4,M,A,4
46373,1.02,0.0246406571,0,0,0.0,SEDAN,3,F,C,4
46374,2.53,0.3586584531,0,0,0.0,STNWG,2,F,A,3
46375,1.0,0.3504449008,0,0,0.0,SEDAN,4,F,E,5
46376,1.28,0.4188911704,0,0,0.0,HBACK,2,F,C,2
46377,0.79,0.4188911704,0,0,0.0,HBACK,3,F,D,4
46378,1.17,0.0246406571,0,0,0.0,SEDAN,4,M,A,2
46379,1.7,0.052019165,0,0,0.0,SEDAN,2,M,C,4
46380,0.76,0.052019165,0,0,0.0,SEDAN,3,F,C,3
46381,1.75,0.3504449008,0,0,0.0,SEDAN,2,F,C,5
46382,1.06,0.0930869268,0,0,0.0,SEDAN,3,F,E,3
46383,1.549,0.9664613279,0,0,0.0,HBACK,1,F,C,2
46384,1.18,0.9664613279,0,0,0.0,HBACK,2,F,D,3
46385,1.46,0.052019165,0,0,0.0,SEDAN,2,M,A,4
46386,0.97,0.9746748802,0,0,0.0,TRUCK,4,M,E,3
46387,1.54,0.6543463381,0,0,0.0,MIBUS,4,F,B,2
46388,1.67,0.7145790554,0,0,0.0,UTE,3,M,B,3
46389,1.94,0.052019165,0,0,0.0,SEDAN,3,F,C,4
46390,0.99,0.9034907598,0,0,0.0,HBACK,3,F,A,2
46391,1.41,0.5667351129,0,0,0.0,SEDAN,2,F,B,2
46392,0.93,0.0246406571,0,0,0.0,HBACK,3,F,C,3
46393,0.78,0.3504449008,0,0,0.0,HBACK,3,F,C,4
46394,1.59,0.0246406571,0,0,0.0,PANVN,2,M,A,1
46395,1.2,0.9993155373,0,0,0.0,HDTOP,4,M,F,2
46396,1.56,0.9746748802,0,0,0.0,HDTOP,4,M,D,3
46397,1.54,0.3504449008,0,0,0.0,UTE,3,M,B,4
46398,2.26,0.0958247775,0,0,0.0,HDTOP,3,M,B,3
46399,2.17,0.9664613279,0,0,0.0,SEDAN,2,M,A,3
46400,1.29,0.3504449008,0,0,0.0,STNWG,4,M,B,2
46401,1.7,0.9034907598,1,2,704.87999916,SEDAN,3,F,E,3
46402,1.83,0.6078028747,0,0,0.0,TRUCK,3,M,B,3
46403,3.04,0.9993155373,0,0,0.0,UTE,2,M,D,3
46404,3.19,0.925393566,0,0,0.0,STNWG,2,F,D,5
46405,1.27,0.052019165,0,0,0.0,HBACK,2,F,C,2
46406,0.96,0.6406570842,0,0,0.0,HBACK,3,F,B,2
46407,0.65,0.052019165,0,0,0.0,MIBUS,4,F,D,5
46408,1.43,0.34770705,0,0,0.0,SEDAN,4,M,B,5
46409,0.95,0.5065023956,0,0,0.0,HDTOP,4,F,C,4
46410,1.16,0.052019165,0,0,0.0,HDTOP,4,F,C,2
46411,3.98,0.7145790554,0,0,0.0,STNWG,1,F,E,6
46412,0.35,0.9664613279,1,1,2319.4399948,SEDAN,4,M,F,5
46413,0.7,0.9664613279,1,2,4939.539989,SEDAN,4,M,D,3
46414,1.86,0.3997262149,1,1,687.38999939,SEDAN,1,F,C,1
46415,1.14,0.4407939767,0,0,0.0,UTE,4,F,F,4
46416,1.78,0.052019165,0,0,0.0,SEDAN,2,F,C,2
46417,1.64,0.6516084873,1,1,4531.0899963,HBACK,2,F,A,5
46418,1.45,0.052019165,0,0,0.0,HBACK,2,M,C,2
46419,1.5,0.0246406571,0,0,0.0,HBACK,2,F,B,2
46420,1.5,0.6078028747,0,0,0.0,SEDAN,3,F,B,2
46421,0.43,0.1615331964,0,0,0.0,HBACK,4,M,C,3
46422,1.28,0.6488706365,0,0,0.0,HBACK,2,M,A,2
46423,1.1,0.0958247775,0,0,0.0,HBACK,2,F,C,3
46424,0.52,0.4407939767,0,0,0.0,HBACK,4,M,B,4
46425,2.25,0.6516084873,0,0,0.0,STNWG,2,M,D,4
46426,2.96,0.9664613279,0,0,0.0,SEDAN,1,F,C,5
46427,1.12,0.2381930185,0,0,0.0,HBACK,2,F,E,1
46428,1.37,0.9664613279,0,0,0.0,SEDAN,3,F,E,3
46429,1.37,0.0438056126,0,0,0.0,SEDAN,2,M,A,2
46430,1.36,0.9664613279,0,0,0.0,SEDAN,3,F,F,2
46431,1.63,0.0602327173,0,0,0.0,UTE,3,M,E,3
46432,1.06,0.0027378508,0,0,0.0,HBACK,3,F,B,1
46433,0.73,0.514715948,0,0,0.0,UTE,4,M,B,2
46434,0.55,0.9746748802,0,0,0.0,HBACK,4,M,C,1
46435,1.37,0.6406570842,0,0,0.0,HBACK,3,F,C,3
46436,3.02,0.501026694,0,0,0.0,UTE,2,M,B,1
46437,0.84,0.9664613279,0,0,0.0,HBACK,3,F,C,4
46438,2.72,0.6406570842,0,0,0.0,STNWG,3,M,C,2
46439,1.83,0.9993155373,0,0,0.0,STNWG,4,M,C,4
46440,0.73,0.6652977413,1,1,431.81999969,SEDAN,4,F,B,4
46441,2.56,0.7145790554,0,0,0.0,SEDAN,2,M,E,4
46442,1.39,0.2847364819,0,0,0.0,HBACK,2,M,A,2
46443,1.0,0.3367556468,0,0,0.0,HBACK,2,F,D,5
46444,0.41,0.9609856263,0,0,0.0,STNWG,4,F,B,4
46445,0.88,0.3504449008,0,0,0.0,COUPE,4,M,B,2
46446,1.73,0.6406570842,0,0,0.0,HBACK,2,M,B,3
46447,1.42,0.0876112252,0,0,0.0,STNWG,4,F,C,5
46448,0.63,0.9664613279,0,0,0.0,UTE,4,M,B,1
46449,4.45,0.9637234771,1,1,338.0,STNWG,1,M,A,4
46450,0.42,0.6406570842,0,0,0.0,STNWG,4,F,B,4
46451,3.17,0.9637234771,0,0,0.0,TRUCK,3,F,C,2
46452,2.45,0.424366872,0,0,0.0,STNWG,3,M,C,1
46453,0.7,0.4407939767,0,0,0.0,SEDAN,4,F,C,4
46454,2.89,0.4188911704,0,0,0.0,STNWG,3,F,A,3
46455,2.099,0.9527720739,0,0,0.0,HBACK,1,M,C,3
46456,2.08,0.0958247775,0,0,0.0,STNWG,3,F,B,2
46457,4.42,0.5804243669,0,0,0.0,STNWG,2,M,A,5
46458,1.28,0.3504449008,0,0,0.0,HBACK,1,F,C,4
46459,3.4,0.3504449008,0,0,0.0,STNWG,2,M,F,3
46460,1.6143,0.6707734428,0,0,0.0,HBACK,1,M,C,4
46461,1.7,0.3504449008,0,0,0.0,HBACK,2,F,B,1
46462,4.07,0.6488706365,0,0,0.0,STNWG,2,M,D,5
46463,0.78,0.3504449008,0,0,0.0,HBACK,3,M,D,3
46464,1.89,0.3504449008,0,0,0.0,HBACK,1,M,C,5
46465,1.03,0.3504449008,0,0,0.0,SEDAN,3,F,A,4
46466,1.62,0.0958247775,0,0,0.0,SEDAN,3,F,A,4
46467,0.77,0.6406570842,0,0,0.0,HBACK,4,F,C,3
46468,3.94,0.3504449008,0,0,0.0,STNWG,2,M,F,2
46469,1.31,0.3449691992,0,0,0.0,HBACK,2,F,B,1
46470,1.64,0.7611225188,0,0,0.0,HBACK,2,F,A,3
46471,1.18,0.4407939767,0,0,0.0,HBACK,2,F,C,4
46472,0.71,0.6406570842,0,0,0.0,SEDAN,4,F,A,5
46473,5.49,0.6324435318,0,0,0.0,STNWG,1,M,B,5
46474,1.73,0.3586584531,0,0,0.0,PANVN,3,M,E,3
46475,1.22,0.6406570842,0,0,0.0,STNWG,3,F,F,2
46476,0.79,0.4188911704,0,0,0.0,HBACK,3,F,D,3
46477,1.0,0.0958247775,0,0,0.0,SEDAN,3,F,A,2
46478,2.05,0.6543463381,0,0,0.0,HDTOP,3,M,F,2
46479,1.37,0.0219028063,0,0,0.0,SEDAN,3,F,E,5
46480,3.51,0.6406570842,0,0,0.0,STNWG,2,M,A,4
46481,1.1,0.0958247775,0,0,0.0,HBACK,2,F,D,3
46482,1.28,0.3778234086,0,0,0.0,UTE,4,F,C,3
46483,1.34,0.34770705,0,0,0.0,HBACK,2,F,C,5
46484,2.65,0.4161533196,0,0,0.0,UTE,2,M,F,1
46485,2.91,0.6379192334,0,0,0.0,STNWG,1,F,A,3
46486,3.55,0.0739219713,0,0,0.0,STNWG,2,M,C,2
46487,6.17,0.5585215606,0,0,0.0,STNWG,2,F,C,3
46488,2.4,0.6351813826,0,0,0.0,STNWG,3,F,B,3
46489,1.56,0.4188911704,0,0,0.0,SEDAN,2,F,C,6
46490,1.61,0.3586584531,0,0,0.0,STNWG,4,M,F,2
46491,0.83,0.6406570842,0,0,0.0,SEDAN,4,F,B,3
46492,1.57,0.0958247775,0,0,0.0,SEDAN,2,F,D,2
46493,1.32,0.0492813142,0,0,0.0,SEDAN,3,F,B,3
46494,1.61,0.1451060917,0,0,0.0,HBACK,2,F,C,2
46495,0.88,0.0219028063,0,0,0.0,HBACK,3,M,C,4
46496,1.4,0.052019165,0,0,0.0,SEDAN,2,M,C,5
46497,0.52,0.3778234086,0,0,0.0,SEDAN,4,F,D,1
46498,2.77,0.0958247775,0,0,0.0,STNWG,2,M,B,5
46499,0.84,0.0219028063,0,0,0.0,SEDAN,3,F,B,1
46500,1.5,0.7145790554,0,0,0.0,HBACK,3,F,A,3
46501,2.47,0.6461327858,0,0,0.0,STNWG,3,M,B,5
46502,1.01,0.2902121834,0,0,0.0,HBACK,3,M,C,4
46503,1.59,0.3586584531,0,0,0.0,SEDAN,3,M,B,2
46504,4.63,0.3367556468,0,0,0.0,STNWG,1,M,A,3
46505,1.59,0.334017796,0,0,0.0,SEDAN,1,F,B,2
46506,4.22,0.6516084873,0,0,0.0,STNWG,2,F,B,3
46507,5.633,0.5749486653,0,0,0.0,STNWG,1,F,E,4
46508,0.34,0.6406570842,0,0,0.0,HBACK,4,M,C,4
46509,1.62,0.4407939767,0,0,0.0,SEDAN,3,M,C,3
46510,1.85,0.4188911704,0,0,0.0,SEDAN,2,M,C,3
46511,1.48,0.2792607803,0,0,0.0,HBACK,1,F,C,1
46512,1.85,0.6543463381,0,0,0.0,SEDAN,2,F,A,4
46513,0.48,0.1204654346,0,0,0.0,COUPE,4,F,C,3
46514,2.36,0.3394934976,0,0,0.0,STNWG,3,F,D,2
46515,1.35,0.2327173169,0,0,0.0,HBACK,1,M,A,6
46516,0.67,0.2381930185,0,0,0.0,SEDAN,4,M,A,6
46517,1.65,0.2381930185,0,0,0.0,SEDAN,3,M,A,5
46518,0.99,0.2381930185,0,0,0.0,HBACK,2,M,B,5
46519,2.65,0.2354551677,0,0,0.0,SEDAN,2,F,C,6
46520,0.31,0.6406570842,0,0,0.0,HBACK,4,F,C,4
46521,2.03,0.3750855578,1,2,1618.1499939,STNWG,3,F,A,2
46522,1.59,0.2327173169,0,0,0.0,SEDAN,1,M,E,5
46523,2.61,0.0492813142,0,0,0.0,STNWG,1,M,D,5
46524,1.33,0.7638603696,0,0,0.0,HBACK,3,F,A,2
46525,1.82,0.0136892539,0,0,0.0,HBACK,3,M,E,4
46526,1.77,0.2327173169,0,0,0.0,SEDAN,2,F,A,6
46527,0.41,0.2327173169,0,0,0.0,HBACK,4,F,C,6
46528,2.2,0.681724846,0,0,0.0,STNWG,4,M,C,5
46529,0.91,0.2381930185,0,0,0.0,SEDAN,3,M,A,6
46530,2.0,0.2327173169,0,0,0.0,SEDAN,2,M,C,6
46531,0.78,0.3230663929,0,0,0.0,STNWG,4,F,C,2
46532,0.93,0.2381930185,0,0,0.0,SEDAN,3,M,D,6
46533,2.56,0.6543463381,1,1,613.46999931,UTE,2,F,C,2
46534,1.15,0.1943874059,0,0,0.0,HBACK,3,F,A,2
46535,1.92,0.3449691992,0,0,0.0,STNWG,3,M,F,4
46536,2.31,0.2847364819,0,0,0.0,STNWG,4,M,A,3
46537,1.5,0.2354551677,0,0,0.0,SEDAN,2,F,D,6
46538,0.87,0.2381930185,0,0,0.0,SEDAN,3,F,C,4
46539,0.94,0.2327173169,0,0,0.0,STNWG,4,M,B,5
46540,1.52,0.2381930185,0,0,0.0,HBACK,3,F,F,4
46541,0.41,0.2354551677,0,0,0.0,HBACK,4,F,C,5
46542,0.81,0.2354551677,0,0,0.0,HBACK,3,F,D,4
46543,1.25,0.2354551677,0,0,0.0,STNWG,4,M,E,5
46544,4.64,0.2354551677,0,0,0.0,STNWG,1,M,D,6
46545,0.99,0.3449691992,0,0,0.0,HBACK,3,F,E,5
46546,1.65,0.7611225188,0,0,0.0,UTE,2,F,C,4
46547,0.42,0.2354551677,0,0,0.0,STNWG,4,F,A,4
46548,1.3,0.2327173169,0,0,0.0,SEDAN,3,F,A,6
46549,2.03,0.4380561259,0,0,0.0,SEDAN,2,F,D,6
46550,0.34,0.2327173169,0,0,0.0,HBACK,4,F,B,6
46551,2.79,0.9993155373,0,0,0.0,HDTOP,3,M,D,5
46552,0.78,0.2381930185,0,0,0.0,HBACK,3,M,C,6
46553,1.25,0.2381930185,0,0,0.0,STNWG,3,M,D,6
46554,2.32,0.9719370294,0,0,0.0,STNWG,3,F,F,2
46555,1.3,0.2381930185,0,0,0.0,SEDAN,3,M,D,3
46556,2.14,0.2354551677,0,0,0.0,STNWG,2,F,A,6
46557,0.41,0.2354551677,0,0,0.0,SEDAN,4,M,C,4
46558,3.13,0.4188911704,0,0,0.0,SEDAN,2,F,A,4
46559,2.79,0.9993155373,1,1,345.0,HDTOP,3,M,C,5
46560,0.35,0.4407939767,0,0,0.0,SEDAN,4,F,C,4
46561,1.13,0.2381930185,0,0,0.0,SEDAN,3,M,C,5
46562,3.14,0.2354551677,0,0,0.0,STNWG,3,F,A,4
46563,0.99,0.2354551677,0,0,0.0,UTE,4,M,D,4
46564,3.03,0.3449691992,0,0,0.0,HDTOP,1,F,C,1
46565,2.77,0.7638603696,0,0,0.0,STNWG,1,F,C,4
46566,1.76,0.2327173169,0,0,0.0,SEDAN,3,F,A,4
46567,0.71,0.2327173169,0,0,0.0,SEDAN,4,M,C,6
46568,4.4,0.4188911704,0,0,0.0,STNWG,2,M,D,5
46569,0.86,0.7145790554,0,0,0.0,SEDAN,4,F,D,6
46570,1.61,0.2381930185,0,0,0.0,STNWG,4,M,B,6
46571,1.76,0.7118412046,1,1,344.70999956,SEDAN,2,M,D,4
46572,0.37,0.0547570157,1,1,1048.091814,HBACK,4,F,C,3
46573,0.84,0.7665982204,0,0,0.0,HBACK,3,F,C,4
46574,1.67,0.5174537988,0,0,0.0,STNWG,2,M,E,5
46575,1.33,0.2381930185,0,0,0.0,TRUCK,2,M,C,6
46576,1.89,0.2464065708,0,0,0.0,STNWG,2,F,C,4
46577,3.13,0.2354551677,0,0,0.0,STNWG,2,M,B,4
46578,1.68,0.3175906913,0,0,0.0,HBACK,3,F,C,3
46579,1.19,0.2381930185,0,0,0.0,UTE,4,M,D,3
46580,1.79,0.2327173169,0,0,0.0,TRUCK,3,M,E,3
46581,2.75,0.2381930185,0,0,0.0,STNWG,3,M,E,4
46582,1.49,0.2381930185,0,0,0.0,SEDAN,3,M,A,6
46583,1.36,0.0273785079,0,0,0.0,SEDAN,2,F,D,4
46584,1.33,0.7611225188,0,0,0.0,HBACK,3,F,A,3
46585,1.63,0.4188911704,0,0,0.0,HBACK,2,F,D,3
46586,2.08,0.7611225188,0,0,0.0,SEDAN,2,F,E,2
46587,1.24,0.2354551677,0,0,0.0,TRUCK,3,M,E,4
46588,0.86,0.3449691992,0,0,0.0,SEDAN,3,F,B,2
46589,5.61,0.2327173169,0,0,0.0,STNWG,1,M,C,6
46590,2.47,0.2354551677,0,0,0.0,SEDAN,1,M,B,6
46591,2.18,0.2354551677,0,0,0.0,STNWG,4,M,D,5
46592,2.47,0.2354551677,0,0,0.0,SEDAN,1,F,A,2
46593,1.38,0.3449691992,0,0,0.0,SEDAN,3,M,C,4
46594,1.3,0.2381930185,0,0,0.0,SEDAN,3,F,B,3
46595,0.34,0.2381930185,0,0,0.0,HBACK,4,F,E,4
46596,2.89,0.2381930185,0,0,0.0,UTE,1,M,E,6
46597,0.66,0.7611225188,0,0,0.0,SEDAN,4,F,E,4
46598,1.93,0.4188911704,0,0,0.0,SEDAN,2,M,D,6
46599,2.75,0.2381930185,0,0,0.0,STNWG,1,M,C,5
46600,1.21,0.3203285421,0,0,0.0,SEDAN,4,M,A,4
46601,1.15,0.2327173169,0,0,0.0,STNWG,4,F,A,4
46602,3.26,0.3449691992,0,0,0.0,STNWG,2,M,B,3
46603,0.53,0.6516084873,0,0,0.0,STNWG,4,M,B,3
46604,2.03,0.2327173169,0,0,0.0,SEDAN,2,F,B,4
46605,0.99,0.7638603696,0,0,0.0,STNWG,4,F,D,3
46606,2.27,0.0438056126,0,0,0.0,SEDAN,1,F,E,4
46607,1.26,0.2381930185,0,0,0.0,SEDAN,3,M,C,5
46608,1.76,0.2381930185,1,1,2783.7199936,HBACK,1,F,C,4
46609,0.77,0.2354551677,0,0,0.0,UTE,4,M,F,4
46610,1.18,0.3449691992,0,0,0.0,STNWG,4,M,D,4
46611,0.37,0.2354551677,0,0,0.0,SEDAN,4,F,B,4
46612,2.81,0.2354551677,0,0,0.0,STNWG,3,F,C,6
46613,0.71,0.2354551677,0,0,0.0,HBACK,3,F,D,4
46614,0.83,0.2354551677,0,0,0.0,SEDAN,4,M,C,5
46615,1.02,0.7638603696,1,1,200.0,HBACK,3,F,A,4
46616,2.75,0.3449691992,1,1,615.48999977,SEDAN,1,F,A,4
46617,2.1,0.2381930185,0,0,0.0,SEDAN,1,F,C,6
46618,3.16,0.4188911704,0,0,0.0,STNWG,2,F,E,2
46619,3.36,0.2765229295,0,0,0.0,STNWG,2,M,A,4
46620,0.81,0.2354551677,0,0,0.0,TRUCK,4,M,B,1
46621,4.58,0.2354551677,0,0,0.0,STNWG,1,M,E,3
46622,2.67,0.2381930185,0,0,0.0,SEDAN,1,M,B,5
46623,1.98,0.2327173169,0,0,0.0,SEDAN,2,M,A,1
46624,1.41,0.2327173169,0,0,0.0,UTE,4,M,F,3
46625,1.9,0.2327173169,0,0,0.0,STNWG,4,M,C,4
46626,0.61,0.2354551677,0,0,0.0,PANVN,4,M,B,6
46627,2.47,0.2381930185,0,0,0.0,SEDAN,1,M,D,5
46628,1.23,0.2327173169,0,0,0.0,STNWG,4,F,C,3
46629,0.79,0.2381930185,0,0,0.0,SEDAN,4,M,B,5
46630,4.33,0.2354551677,0,0,0.0,STNWG,1,F,F,4
46631,0.92,0.2381930185,0,0,0.0,HBACK,4,F,A,5
46632,1.8,0.3449691992,0,0,0.0,HBACK,2,F,B,2
46633,1.72,0.4736481862,0,0,0.0,SEDAN,3,F,D,3
46634,3.51,0.7638603696,0,0,0.0,UTE,1,M,C,5
46635,2.3,0.2327173169,0,0,0.0,HDTOP,3,M,D,4
46636,0.46,0.2327173169,0,0,0.0,HBACK,4,F,E,4
46637,0.71,0.2381930185,0,0,0.0,UTE,4,F,F,3
46638,0.97,0.2354551677,0,0,0.0,SEDAN,3,F,C,3
46639,1.399,0.2436687201,0,0,0.0,HBACK,1,F,C,2
46640,1.51,0.3449691992,0,0,0.0,SEDAN,3,F,A,3
46641,0.83,0.2327173169,1,1,353.76999998,HBACK,4,M,D,3
46642,1.33,0.2327173169,0,0,0.0,STNWG,4,M,A,4
46643,2.92,0.219028063,0,0,0.0,STNWG,1,F,B,3
46644,0.78,0.3559206023,0,0,0.0,HBACK,3,F,A,6
46645,2.42,0.2327173169,0,0,0.0,STNWG,3,M,D,5
46646,3.76,0.3778234086,0,0,0.0,STNWG,3,F,D,2
46647,0.76,0.2381930185,0,0,0.0,SEDAN,4,F,A,3
46648,1.13,0.4188911704,0,0,0.0,HBACK,3,F,D,3
46649,0.97,0.3285420945,0,0,0.0,HBACK,3,F,B,2
46650,1.34,0.2327173169,0,0,0.0,SEDAN,3,F,A,4
46651,1.26,0.2327173169,0,0,0.0,SEDAN,3,M,A,6
46652,1.26,0.7665982204,0,0,0.0,MIBUS,4,M,C,4
46653,0.78,0.2381930185,0,0,0.0,HBACK,3,F,C,2
46654,1.59,0.2217659138,0,0,0.0,STNWG,4,F,F,3
46655,1.33,0.2354551677,0,0,0.0,STNWG,4,M,C,5
46656,0.6,0.4188911704,0,0,0.0,SEDAN,4,F,B,3
46657,0.97,0.2354551677,0,0,0.0,SEDAN,3,F,D,3
46658,1.82,0.2354551677,0,0,0.0,SEDAN,2,F,C,5
46659,0.34,0.5201916495,1,1,5627.269989,PANVN,4,F,D,4
46660,2.84,0.2354551677,0,0,0.0,STNWG,3,M,D,4
46661,2.83,0.2299794661,1,1,200.0,STNWG,2,M,A,5
46662,2.02,0.3449691992,0,0,0.0,STNWG,3,F,C,3
